Type_of_Renewable_Energy,Installed_Capacity_MW,Energy_Production_MWh,Energy_Consumption_MWh,Energy_Storage_Capacity_MWh,Storage_Efficiency_Percentage,Grid_Integration_Level,Initial_Investment_USD,Funding_Sources,Financial_Incentives_USD,GHG_Emission_Reduction_tCO2e,Air_Pollution_Reduction_Index,Jobs_Created
7,734.67,435290.29,265009.17,1839.22,92.52,2,396122037.70,1,12243742.14,10536.59,26.82,2765
4,820.68,183710.88,63094.33,3085.51,93.47,4,261250066.80,2,14243878.75,27372.43,20.52,12
2,63.36,453063.70,194366.05,6812.35,79.45,3,68642322.31,2,1440040.26,42514.08,59.09,437
3,945.29,323088.76,87281.70,5664.98,97.84,2,111376487.20,1,14118679.49,16623.97,7.27,1714
5,610.52,252074.05,174929.99,5980.75,79.82,1,161605303.00,3,5718698.08,23407.80,94.36,3132
2,399.46,5769.91,385103.71,8999.56,91.92,4,21114041.19,3,4422333.43,16763.06,28.52,2269
4,192.20,400827.35,279767.31,4121.57,57.38,4,293325313.80,2,19457516.12,33574.77,40.35,947
2,568.92,102664.85,187716.81,5173.81,77.17,2,157545449.40,2,13873275.76,30162.19,44.52,2099
3,934.78,374952.27,158342.92,2405.85,68.53,1,298449326.70,1,7325047.14,41859.51,45.35,3395
7,290.32,181254.13,337680.78,3425.06,72.74,2,29526459.85,2,16925644.06,46747.59,5.99,4019
4,705.10,14543.21,316606.35,4309.56,82.54,4,73000669.02,2,14409155.54,37850.34,95.59,1904
6,749.78,248289.13,413739.34,930.70,65.29,4,113670966.30,2,9501838.09,28974.43,9.77,3841
3,803.42,307453.26,53290.91,8262.55,94.10,4,67594249.31,3,10581400.26,14640.82,32.19,4431
7,433.89,317998.67,374917.61,6771.27,99.39,2,31083732.00,3,1012303.84,39919.02,64.46,732
6,834.61,371085.46,289701.83,3524.96,82.19,1,2201402.17,2,6336865.26,21317.30,59.53,1272
7,880.17,329585.26,304259.09,9253.04,65.64,2,122867290.80,2,14257361.77,6210.91,64.09,4858
3,982.80,281219.05,147924.17,6582.82,54.22,4,246000341.40,2,14358383.41,25040.49,51.41,2170
5,812.09,420499.30,404958.19,7877.26,85.83,1,246718722.00,1,6018472.98,36555.61,21.75,2608
1,753.77,299767.85,447486.87,240.64,73.69,4,20562829.34,2,6471623.26,3991.78,75.55,3361
1,255.24,271231.95,395160.95,5641.97,52.33,2,75290733.53,3,15222553.29,471.54,40.75,2237
2,959.74,51134.42,162417.79,7107.61,90.93,4,414730857.80,2,12129306.78,40626.81,5.93,44
4,346.62,454647.18,226918.29,4913.99,61.84,1,74852713.13,2,10840642.63,30774.29,3.96,3331
3,574.61,498785.40,443916.83,6586.09,88.86,2,202151429.90,2,17280949.25,10535.44,5.87,2739
3,564.40,141882.83,133351.21,8970.54,91.76,1,295000425.00,1,17267670.79,36103.13,61.52,4632
5,956.11,281125.63,141294.84,4572.81,85.26,2,156943603.20,2,3116389.76,33538.64,61.66,1941
3,505.01,119896.74,20514.83,4226.56,98.27,2,287593541.50,3,1115343.90,12383.20,97.02,2962
7,673.80,124643.58,71321.18,8749.55,96.95,2,72564453.60,3,191466.65,35492.46,71.63,1430
1,770.79,69050.61,248541.67,6527.41,86.98,3,473056795.30,2,7576788.45,40755.30,33.80,2353
4,932.89,123107.10,225971.08,8033.72,75.06,3,237734247.70,1,9182316.35,11178.00,77.17,254
1,837.06,282210.17,168196.41,3874.02,59.29,1,190555114.60,2,11412967.30,49911.38,38.57,2196
7,291.86,193423.07,23324.85,3079.82,91.49,1,51713314.41,3,8018260.05,33914.38,98.79,2018
2,100.00,303860.10,317266.83,9223.86,99.78,3,44627631.00,3,19720708.36,7131.28,80.24,1094
4,919.54,450277.91,67652.08,2264.81,98.20,2,190823996.90,1,17976386.17,19750.58,55.60,3135
7,549.76,481021.05,287747.79,2496.05,80.72,2,173685208.90,3,2163506.94,44360.83,33.69,1717
2,599.59,435193.07,54289.10,8006.04,96.54,3,275543932.90,3,7822719.47,24114.59,21.62,1185
5,179.71,145526.22,369962.93,6101.88,50.11,1,21520780.38,1,14939606.95,10433.53,20.78,4144
5,599.50,135844.71,250159.60,5449.01,70.78,4,400756883.20,3,10865738.48,22732.99,68.44,1338
2,108.77,160786.94,222140.14,6934.88,96.21,4,115531889.60,2,2353825.24,14208.98,4.82,4540
1,51.62,430051.82,212577.00,4404.87,90.42,4,469957108.00,3,8409666.81,5040.77,15.68,3688
2,822.42,23483.85,291607.20,5442.59,76.02,3,380895967.90,2,17284005.14,7291.45,59.67,3814
1,346.76,298608.40,116983.01,4561.43,96.18,4,149145113.30,2,5366373.05,7524.29,35.38,4801
7,424.39,126874.56,317987.03,9669.70,81.49,3,14634910.39,1,18547442.35,44801.72,35.36,3793
7,741.23,413284.36,269795.85,868.63,57.49,3,294838319.60,3,8461382.11,45421.19,36.44,2951
7,334.65,84864.74,404676.07,1697.12,74.50,4,303798990.10,1,2128659.33,26581.15,66.66,2738
5,975.55,435460.31,156451.30,4425.77,88.72,1,292245330.40,1,5906211.42,3340.01,32.50,2399
6,286.22,230308.11,328344.55,7021.41,82.25,3,469790447.40,1,3318381.60,36908.53,13.53,145
1,478.11,453531.27,26642.23,2796.92,65.22,2,145737279.60,2,3404287.55,3441.34,7.12,4292
7,477.98,284846.85,76536.58,5898.98,72.06,3,267425663.20,1,745690.84,43537.48,82.11,2839
5,147.14,36420.81,42331.89,7152.46,76.42,2,181141595.00,3,15851524.52,15486.32,72.48,3274
7,370.17,256835.75,193713.37,9778.45,85.11,2,84395699.51,3,10899639.65,19674.64,24.56,198
7,793.68,384471.23,413637.51,846.55,92.34,2,179716541.80,1,19350728.15,834.77,75.82,4544
2,497.78,52553.59,149067.83,8424.68,73.12,3,279468352.70,1,15231952.00,19211.90,57.54,116
2,402.77,327269.83,142172.76,9156.60,72.34,2,176807511.00,1,9549256.54,37818.99,99.66,547
3,818.14,354997.20,168541.81,199.54,67.41,3,245538793.60,1,7735354.83,34553.44,55.56,3753
4,964.71,9133.41,191863.96,5236.54,75.97,4,361221229.50,3,1977710.35,1865.09,18.44,326
4,430.59,326791.64,280907.05,9563.83,83.26,1,76006485.23,3,14652762.69,42647.55,31.66,176
7,675.24,345901.49,308358.67,7370.15,98.63,2,264179937.40,3,13202388.47,5367.39,43.23,512
5,308.59,339703.73,355573.81,1244.60,55.65,1,253246117.40,2,6967363.30,42490.04,66.04,3308
3,644.47,343945.48,284189.90,1206.12,77.84,1,410091249.60,1,446121.70,12157.01,18.31,3283
4,746.63,345941.85,363794.06,2054.53,65.50,4,311841804.90,3,10643618.37,22959.08,79.68,326
5,926.02,307590.02,41564.66,565.18,63.71,2,210666718.50,2,6618162.43,8754.90,74.57,2444
6,802.68,314211.01,383307.83,4969.05,99.65,2,38905953.28,1,8541002.91,39040.58,53.03,2465
3,335.78,319840.22,351418.47,5037.67,59.80,2,1427208.78,1,18099205.19,39156.66,99.11,4651
5,364.34,203837.63,179075.79,2283.29,55.45,3,100507702.80,1,2852191.70,15014.78,44.83,1566
4,815.18,155584.08,98746.11,7440.41,66.43,3,496496883.50,3,12068482.15,27990.86,2.72,3532
1,762.41,380568.42,107227.45,5415.30,58.23,2,116084788.00,1,8440287.80,38670.58,93.87,2758
3,261.77,358729.27,439778.33,3942.46,81.80,2,127292351.00,1,19363964.52,12311.09,83.75,3694
6,384.28,450807.25,290834.16,215.91,67.45,3,467585812.90,1,17812859.40,4138.75,6.10,2576
7,839.80,469639.53,203547.58,2701.11,88.19,1,497930865.50,2,303520.73,45683.67,82.52,2436
2,896.67,101992.14,448270.88,8454.46,90.71,4,220239943.80,3,14401306.88,30168.95,47.25,2182
3,484.50,402269.91,188640.07,8692.37,93.07,1,48224240.05,2,4087757.36,41362.24,47.75,375
3,209.02,221510.91,65133.24,5324.91,51.69,3,172031408.40,1,5966466.41,15969.70,8.40,4369
5,493.87,58484.50,390085.40,8386.89,64.85,2,224587910.00,3,8773246.25,37838.10,55.82,2280
1,22.49,428189.57,277058.48,3068.87,89.24,1,396667499.20,1,17757374.52,12797.08,11.55,1399
6,177.86,317407.46,14002.24,4092.96,99.55,4,295745013.90,1,8205037.72,30115.80,82.60,202
6,735.86,448742.30,322810.82,6159.75,88.96,2,299759108.20,3,10901577.12,30304.86,5.29,946
2,662.90,397962.28,115681.66,2113.22,88.58,4,115747530.20,1,18007961.79,28602.84,72.68,1598
3,897.13,315398.54,82867.65,3928.19,61.88,4,350796028.90,2,12758730.04,40570.49,34.51,1331
2,733.73,367691.50,304192.46,7996.56,82.13,2,387768752.80,1,2274017.50,48039.12,29.65,4020
6,856.52,264513.69,140914.88,9405.41,70.33,1,307941518.30,2,13391030.89,21063.07,6.65,1113
6,452.08,369539.97,224544.03,2643.63,78.71,3,30099791.38,3,17741961.50,19704.88,8.28,3316
5,510.25,101806.17,241236.14,4815.38,50.17,4,496009673.80,1,5972782.81,14876.25,44.07,1332
5,602.04,42869.17,304521.72,4918.26,64.32,4,273895257.60,3,14387170.83,44011.40,82.76,219
2,729.06,174302.64,370721.71,9221.91,69.71,1,472291831.80,1,5866868.60,11393.87,49.84,3397
5,423.44,78742.48,241226.29,217.50,75.90,4,1849316.01,2,12492841.04,35304.79,74.35,1269
1,520.65,151985.11,95034.35,9415.00,69.45,2,419971575.00,2,5358702.79,628.84,8.44,3681
3,329.13,2704.50,207205.88,964.71,99.69,1,25945875.08,1,3365629.04,21684.90,84.59,79
5,147.94,253912.19,38328.39,5340.45,69.44,4,2447899.60,3,14536904.11,42527.79,28.84,4576
2,732.75,494123.64,316270.95,3628.54,56.79,2,247846080.60,3,4433887.67,24797.73,70.29,1282
4,245.27,293914.80,140728.95,6712.42,83.33,4,452623061.00,2,15323753.43,37763.32,40.54,2768
7,182.41,344973.79,90770.41,2507.78,74.66,3,95752267.06,2,2558786.54,16151.80,57.00,3812
3,432.54,45397.69,309900.17,2755.49,55.70,1,388770403.70,3,16531693.65,48622.98,91.38,470
4,380.90,140123.45,30717.44,9154.05,74.27,1,372798102.60,1,16387570.32,48563.12,35.48,1078
5,709.85,314149.19,360659.14,2660.23,56.45,4,270918193.80,1,4767469.67,4917.57,78.53,1277
5,774.26,62527.36,90321.43,4430.77,54.44,1,107349837.60,1,19883984.86,15459.91,31.64,88
5,677.58,343485.97,293853.27,973.54,58.60,1,13401766.70,1,6817806.97,42353.82,20.94,2817
1,366.28,300862.92,340653.93,4325.26,61.23,1,354337044.50,3,7193568.93,20609.48,62.50,1520
4,436.25,397737.84,425453.85,1201.37,99.61,4,119992699.00,3,2570874.50,29048.62,27.31,1329
2,333.72,117437.44,55098.72,4387.97,60.66,2,363736802.40,3,18859477.64,26083.01,70.95,818
3,687.39,10208.62,252780.25,3703.06,90.62,3,218383030.20,2,3195938.83,11053.81,7.02,4700
4,832.67,335287.45,343897.17,3159.40,80.74,2,118810901.90,1,7937359.98,16279.79,68.38,2544
2,365.10,119469.07,359667.32,2064.38,95.88,2,6280056.55,2,10938179.23,16025.74,32.69,922
1,148.52,403528.60,208458.53,9997.62,86.32,2,218229899.70,2,14415756.64,31592.69,48.38,4132
3,103.07,135447.39,63947.76,7566.62,72.01,4,33869722.89,3,19319140.83,46391.57,22.30,2495
7,571.50,308247.39,146453.84,8432.48,65.96,3,294271961.00,2,7954490.07,16327.16,50.37,408
6,144.09,13160.64,47252.55,9699.95,50.77,2,375762905.10,3,1294103.56,28263.47,57.65,1426
6,965.86,73048.13,111309.77,5264.35,67.98,4,152752752.30,3,834171.35,36845.90,86.57,1556
5,309.39,456423.87,179365.79,4700.05,69.79,1,405721413.40,2,8265114.60,15346.68,33.89,4833
6,238.33,131169.25,432338.96,4439.37,92.84,2,450093571.20,2,19402535.64,10486.96,51.72,2138
3,418.91,279235.47,166811.27,9273.76,51.76,1,341231220.90,1,11805204.94,41637.31,84.60,324
7,527.06,373623.22,230651.05,9719.43,79.76,2,117335104.10,2,5143326.72,37293.91,93.73,4759
2,675.13,79976.34,161684.31,1178.09,85.11,1,135792649.20,2,18838348.31,26463.41,38.63,845
5,561.70,125057.49,393437.35,1754.93,64.67,3,322418198.50,1,19443409.45,9249.32,9.43,4627
6,947.46,305921.74,431151.55,6311.47,59.97,4,368100178.80,2,10950188.48,43505.02,37.83,2547
4,565.59,233511.55,387126.91,1336.66,91.53,1,34771353.12,2,16701141.51,37611.35,32.85,4367
5,916.47,132961.61,373949.01,6278.87,71.07,1,143211009.30,2,16288500.22,34890.10,37.31,4814
5,229.68,256133.97,426541.31,1660.50,76.57,2,142470669.20,3,12718548.86,8872.63,32.94,2737
5,761.76,425749.00,226144.85,1405.61,81.34,3,417495566.90,1,13310179.19,32548.44,76.41,1420
7,616.97,16254.03,448855.36,8361.80,87.17,4,372212059.20,3,9098093.27,6011.83,69.50,4357
4,332.04,282783.23,107780.81,7322.58,76.02,3,303446303.80,3,13525824.94,12912.97,3.95,4914
7,415.62,395063.87,179508.86,9427.60,94.20,4,237919249.80,3,19455097.80,4659.76,78.72,4894
3,608.43,410868.75,38148.09,8921.01,78.42,3,6092652.30,1,11060476.60,27215.97,24.71,115
4,953.46,39563.00,220819.29,1478.67,73.25,4,250865323.90,2,18958179.27,36460.95,94.55,2782
5,709.41,45371.95,143434.22,8779.19,60.66,2,122831272.70,2,16514929.50,14620.79,4.37,1629
6,505.22,108259.82,266501.07,2841.61,62.89,3,319549574.90,3,13854194.46,25880.13,2.47,1589
3,541.79,197848.70,31174.77,6226.28,92.01,4,368257957.20,3,17557806.30,294.23,63.37,3461
1,610.31,329581.46,32115.07,7510.61,51.93,4,337587076.60,2,102026.15,2056.01,80.49,832
4,141.71,315281.38,59502.82,7039.45,76.03,1,456592588.40,1,7999656.23,41873.12,78.58,4887
7,667.06,169774.16,240215.49,9756.04,67.97,1,101389964.20,2,11292405.88,19552.49,71.97,1530
6,20.27,456863.12,157320.58,5116.73,76.41,1,288273126.20,1,13110650.13,3115.22,25.36,1321
7,156.90,5982.05,259149.81,932.04,91.20,4,442946483.50,3,8976615.18,38760.37,92.68,2897
6,525.73,25884.10,260917.27,2948.48,81.89,1,206335728.90,2,12102952.98,1760.92,42.06,1641
3,590.88,15337.13,34886.23,5915.76,60.51,4,208767008.50,2,9535558.65,32597.82,45.81,2111
1,713.95,115730.94,29657.48,6502.42,83.18,1,336035543.20,1,2402999.55,43962.58,45.03,3503
6,933.59,234795.67,239314.26,2504.22,93.67,3,102229418.70,2,2064124.60,42647.75,28.55,1045
5,551.24,451307.88,183885.77,2316.20,99.25,4,426182758.90,1,10267903.37,27518.97,63.50,1018
4,56.65,126417.71,205240.35,3501.25,66.32,4,449151897.00,2,9465418.36,41646.63,61.58,4763
3,928.10,110323.06,350612.12,4707.75,73.67,3,236551512.10,1,244814.82,42707.57,63.90,78
4,260.82,151732.31,324605.52,7270.84,51.88,3,322906390.60,3,11983993.94,39629.00,75.77,2717
2,531.46,146732.06,362391.07,4840.35,89.62,2,182259138.60,1,1104862.06,7514.81,95.12,3439
3,93.90,259033.85,265546.09,3366.66,54.93,3,239435999.90,1,13885597.00,14099.38,62.67,2130
5,793.15,327901.19,130234.83,9064.37,56.03,4,36252520.96,3,7333736.14,27403.32,45.17,4112
2,180.19,398101.20,43532.39,9239.04,93.38,3,472380310.30,3,5868001.74,6450.07,1.42,299
4,551.57,191671.90,27132.73,1393.56,55.57,4,408982611.30,3,11378667.13,16170.53,78.33,3633
7,633.87,99433.00,197096.27,4236.35,60.98,3,128811897.60,2,2338393.30,6666.72,62.23,4889
6,161.68,72702.36,170289.95,117.77,68.23,1,461122150.10,3,15152539.02,18779.56,24.76,4511
2,777.19,192854.78,120486.71,713.45,76.04,1,343146186.80,3,18236338.31,43823.77,75.92,2355
7,304.10,240155.20,286174.05,9955.86,89.99,2,424461507.10,3,2860368.85,29515.94,3.33,1512
3,840.00,312608.60,377611.75,4219.97,65.15,1,206726038.30,1,10166523.26,13992.83,26.58,1567
2,52.24,356848.24,48262.29,419.16,65.68,2,372389109.80,2,5957521.25,22056.70,32.44,2056
2,172.40,330126.67,130161.21,7276.82,50.79,3,368478986.20,3,14644491.74,6773.26,58.74,2073
3,683.11,323774.53,251218.75,4089.80,90.86,1,185017600.40,2,10677866.04,40899.63,68.70,4660
4,692.10,154187.52,366820.87,1189.15,63.31,3,253082407.50,1,15999125.37,32641.42,41.02,3033
4,584.77,91909.18,55137.77,319.36,88.11,2,173257427.50,2,13243657.65,43509.92,38.05,374
7,548.29,241986.50,16220.93,9121.32,76.25,2,412806130.90,3,13267462.25,30575.44,44.00,4871
7,565.44,6690.39,129970.15,3706.85,75.63,4,411134225.00,3,6888503.84,36772.56,9.94,3894
5,412.40,275276.50,336478.57,9711.39,93.19,3,245167906.10,3,14893337.79,34643.88,43.62,3100
4,972.08,198857.72,117247.20,1646.11,61.12,4,21723771.33,2,13316604.03,35199.33,92.98,1784
5,147.02,368131.88,79159.03,1760.84,68.52,1,472935219.10,2,13504048.64,35454.56,24.54,1683
3,173.88,472076.82,322475.37,4586.21,72.97,2,57317966.49,1,14083471.87,37548.75,78.65,3700
5,607.21,328978.41,232652.78,421.76,55.18,3,388090265.70,1,7865787.83,40275.58,43.11,2116
6,216.87,434598.72,411893.41,2100.84,68.53,2,141244213.50,2,10622955.96,27467.87,32.01,3634
1,421.11,330501.44,146811.88,1118.31,53.97,1,499753356.10,2,14595931.27,12689.87,34.10,1458
2,332.25,180684.83,414673.87,7555.39,73.36,4,469477836.40,3,5559843.81,4692.14,9.82,1725
2,474.39,235597.16,326425.63,6736.02,98.62,2,89770905.97,1,12763219.86,35478.96,8.80,853
1,654.13,340263.51,275501.21,8925.80,88.94,3,57316312.55,2,14211765.67,4215.82,71.52,805
7,519.31,105710.07,81379.42,5891.75,53.59,3,427659348.50,3,2739973.54,28778.61,21.79,1382
7,139.14,356587.41,148953.34,2902.89,64.95,1,95145678.78,1,5354455.87,40613.78,49.69,4332
6,959.65,453269.61,184635.23,2905.70,67.54,3,42047252.25,3,13897462.15,32923.81,56.97,3980
1,99.28,114019.73,110829.10,7968.11,98.52,4,491350242.10,3,952384.05,2686.97,59.20,3826
1,528.56,3302.54,42660.08,8564.52,93.59,3,207595709.20,1,9156713.88,19981.13,39.94,1199
7,188.01,406993.69,88907.03,1181.80,78.28,3,459063813.80,2,5959581.27,43665.18,37.77,2399
4,319.21,415562.11,414008.81,1187.23,79.54,1,26728632.03,1,12377164.75,25132.58,19.06,1338
1,186.41,341320.74,18760.68,2276.81,72.61,3,274761775.60,2,19995223.85,33917.52,55.16,538
1,146.61,403526.66,390912.79,4198.44,94.83,3,226226005.20,3,7150506.79,15781.85,37.87,4985
7,338.71,255354.31,359583.91,9239.27,95.98,2,259741576.30,2,15345882.26,27463.93,48.39,2749
7,709.01,96952.35,227362.89,2712.30,98.56,2,79324544.61,1,9105492.10,42971.92,48.39,334
5,954.70,374211.17,26966.00,1881.71,77.48,4,120757780.10,2,4334999.57,9477.32,42.92,1926
5,378.12,101711.79,33028.25,53.09,70.14,4,132777814.40,3,11170454.56,44455.51,86.53,2338
4,745.87,28599.21,412650.18,2385.04,65.56,3,292883633.40,3,11349250.24,45454.80,33.71,828
4,49.47,273482.79,271215.64,5450.53,61.30,3,301430975.20,3,19954969.39,33132.67,34.96,2649
4,256.73,167825.58,178701.16,4760.50,98.81,2,169650024.70,3,18200449.21,2337.06,12.22,1839
7,256.00,328467.37,266562.16,3942.90,55.88,2,148930350.00,2,4196619.01,5205.98,99.84,1002
5,573.19,236712.46,431583.83,1745.71,97.77,2,276470115.60,2,3322954.11,14603.56,45.44,749
1,586.58,290659.15,165479.36,335.16,89.96,4,471807792.20,2,7404865.94,19663.53,47.10,1091
3,196.73,440199.00,144718.39,1387.04,52.54,3,324969614.80,2,15664322.40,23964.53,21.37,2788
6,538.51,499658.72,341308.53,6021.16,79.85,3,410012959.90,1,759158.80,14169.27,24.84,4432
5,680.04,22491.36,90655.16,1591.44,87.90,4,275008320.40,2,10375697.76,29928.49,1.20,3045
5,173.39,330371.32,46910.92,6171.54,96.60,4,492461993.70,2,11531471.75,8783.05,64.35,1600
2,566.03,363614.20,431981.84,6553.11,93.52,1,279671849.80,2,19301554.20,46349.32,27.73,3296
2,85.41,234277.27,59840.85,2994.51,99.08,3,408644998.90,3,9375855.99,46769.66,1.84,3649
2,896.56,317806.01,416459.23,4823.47,84.48,3,31226445.48,2,673632.31,49606.58,87.50,1585
5,677.64,122900.96,353691.89,395.18,79.90,4,229873456.60,3,11585104.73,7123.54,18.79,677
1,615.79,211680.68,112340.02,2231.64,74.51,2,156850132.90,1,130890.50,22931.70,3.37,595
7,228.77,122253.68,369497.66,7562.01,53.74,1,450696843.80,3,18517984.98,38169.09,50.03,2715
4,178.20,424769.46,375927.88,9017.77,91.61,3,148897008.10,2,17351557.71,26583.55,82.98,2109
4,568.28,99362.85,25418.05,8783.46,84.96,4,11117691.14,3,3613745.35,19116.68,65.73,1988
6,963.01,320644.93,326068.23,6451.92,92.30,2,22394284.13,3,2009964.02,3606.40,63.85,3726
5,608.97,205847.59,339617.62,9786.94,81.07,2,464191746.30,3,19048833.47,20168.82,15.52,3345
1,160.29,418455.19,52289.03,16.61,56.07,3,304083919.30,3,6028058.66,5791.04,12.07,1456
1,118.07,367362.91,279552.23,2385.68,50.33,1,51669964.64,1,8149251.63,786.07,68.90,3956
3,308.54,141187.70,132346.73,2561.12,84.40,4,229168251.10,2,5289262.33,26465.08,77.25,3108
4,190.25,43701.70,37230.03,9458.80,89.39,2,431962015.40,1,8902343.31,3616.92,76.28,3039
5,648.10,234878.44,239825.96,5968.34,70.85,3,382444506.40,1,17279624.35,49113.95,17.38,4406
6,727.73,169607.97,235198.63,7178.79,65.04,3,276983859.40,2,423788.41,15011.86,45.48,422
4,360.53,351446.19,54680.90,8671.06,70.16,1,437761782.40,2,9947918.06,24222.56,11.91,3087
5,656.56,167341.99,445771.21,7252.92,98.66,1,419796048.90,3,4580734.15,15794.96,87.60,2013
1,270.73,348411.24,143975.27,6213.20,87.03,1,327826436.60,2,7799396.88,32520.22,35.00,2256
7,195.57,93604.24,159293.97,6694.41,72.94,4,47806289.21,3,13474486.89,12934.05,53.84,1220
7,626.93,252083.14,46615.54,6284.21,77.95,2,94371814.54,3,11026719.45,22857.32,28.24,1409
2,210.24,215245.27,287362.68,9312.14,91.37,3,483206009.40,3,15246413.65,12517.67,39.60,389
3,69.69,330737.92,93142.91,9606.44,69.47,2,264806251.10,1,10028936.21,18527.52,40.99,358
6,592.52,495542.66,78491.00,2425.63,89.75,4,133150439.00,2,13528085.33,48248.60,9.74,3048
6,151.93,165741.80,213931.71,4654.88,74.99,4,442031104.90,1,2713206.21,25186.08,78.07,1724
4,722.67,441544.91,327843.90,4754.69,74.89,3,152288023.50,1,14615943.37,40692.03,44.77,817
6,822.97,335725.55,118372.46,5298.66,70.84,1,272365614.00,3,14586812.02,19330.23,59.21,1846
3,202.53,40991.10,361299.11,8549.38,91.88,4,378124514.60,1,5818342.76,35245.74,94.46,1144
5,208.12,92393.26,10446.15,2182.09,98.60,2,78774328.30,3,6389385.82,44288.00,80.17,127
6,97.42,233015.09,278307.13,1925.18,68.98,4,72266705.64,2,8376547.33,1729.89,12.40,1241
2,112.52,273250.66,36089.62,2930.87,60.05,3,413470155.60,2,19110871.71,38450.83,48.85,4360
4,136.94,489293.31,326224.48,7771.63,73.96,1,329794076.10,2,13602199.71,3217.97,69.35,3536
4,124.36,217576.07,238183.22,4627.51,90.72,3,105918184.00,1,4624181.95,40261.91,53.28,3903
7,717.78,414611.08,423328.19,7528.71,72.58,3,96340563.37,2,1052056.02,29317.06,36.93,1099
5,695.26,406168.38,119477.30,4418.82,61.54,3,289545755.20,2,2628151.22,25706.22,78.49,3701
5,17.34,326021.81,205620.21,7494.12,60.74,4,340147516.60,3,8020797.64,30471.58,27.95,4343
2,858.11,102597.35,92801.22,5381.85,76.36,3,298652428.20,1,18700919.92,48441.73,92.81,2551
3,863.89,496379.92,178498.06,1773.37,90.32,1,403867602.30,1,7955237.48,13628.97,98.23,1788
7,623.58,479566.53,51497.74,3872.23,97.64,1,495626148.60,1,4890610.08,32717.47,26.39,2043
4,29.18,328237.18,144214.53,3582.07,61.77,1,480318003.90,1,13979005.19,45099.32,37.73,3554
3,421.07,354944.42,58023.91,8103.88,54.34,4,393726997.70,1,5244614.19,20384.04,3.16,1947
7,546.72,436298.70,232315.75,8475.35,63.58,1,81194634.04,2,10015873.19,44895.32,18.23,2853
1,919.81,107196.77,333035.01,6087.81,94.57,3,314464370.00,2,9273601.01,42273.31,49.33,3417
